,Description,Genre
2444,"The work of a progressive female psychiatrist and her colleague at a mental hospital is threatened by the arrival of a conservative new supervisor, who disapproves of both her methods and the fact that she is a woman in a ""man's field.""",Non Crime
2445,"One of the world's greatest living painters, the German artist Gerhard Richter has spent over half a century experimenting with a tremendous range of techniques and ideas, addressing historical crises and mass media representation alongside explorations of chance procedures. The first glimpse inside his studio in decades, Gerhard Richter Painting is exactly that: a thrilling document of the 79-year-old's creative process, juxtaposed with rare archival footage and intimate conversations with his critics and collaborators.",Non Crime
2446,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband.",Crime
2447,"Documentary about four friends on a 3,000 mile journey across the American West on horseback.",Non Crime
2448,A schizophrenic romantic tracks down her college sweetheart to help her find their son she gave up for adoption sixteen years ago to the dismay of his new wife.,Non Crime
2449,"Though Genghis Khan eventually sought peace with the West, his death in 1227 AD puts into power his three war-like sons: Sayan, Susdal, and Kin Khan. These sons quickly overrun the city of Tuleda and take prisoner Princess Bianca, though young Prince Alessio escapes. Hercules comes to the rescue of Bianca, winning her freedom in a tournament in exchange for becoming a slave himself. Forces from the West soon come to re-take Tuleda and Hercules -- freed from his bonds -- helps to dispatch Genghis Khan's three sons while again saving Bianca and reuniting her with her young brother.",Non Crime
2450,A valuable piece of art is stolen from a couple.,Crime
2451,Buster Keaton gets involved in a series of misunderstandings involving a horse and cart. Eventually he infuriates every cop in the city when he accidentally interrupts a police parade.,Non Crime
2452,"Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane and their utility man, Pinky Pincus find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.",Crime
2453,"In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",Crime
2454,"LEE Kang-hee, an editorialist of the influential conservative newspaper puts a congressman, JANG Pil-woo to the position of a leading candidate for President using the power of the press. Behind this, there was his secret deal with the paper’s biggest sponsor. AHN Sang-goo, a political henchman who supported LEE and JANG gets his hand cut as the price when he gets caught pocketing the record on the sponsor’s slush fund. WOO Jang-hoon, an ambitious prosecutor starts to investigate the relationship with JANG and the sponsor believing it is the only chance he can make it to the top. While getting down to the grass roots on the case, WOO meets AHN who has been deliberately planning his revenge. Now the war among the one blind for power, the one hell bent for vengeance, and the one eager for success starts.",Crime
2455,"Hoping to raise enough capital to finance a legitimate business and leave behind his life of crime, Liverpool underworld boss Ged Brennan (Scot Williams) sends his brother Ratter (Kenny Doughty) and a crew to pull a daring final heist. But when Ratter kills a drug kingpin during the job, Brennan must turn to rival crook Franner (Stephen Graham) to avert an all-out gangland war. This thriller from director Adrian Vitoria co-stars Cordelia Bugeja.",Crime
2456,"Belle Duke, in order to get revenge on her former lover Philip Bang, organize his jail break. But instead of Philip is the Italian Felice Brianza, AKAS Felix, to escape. Now Felix is obliged to help Philip to escape. He will succeeded and from that moment on the two will join to defraud Belle. The swindle plot become more complicate when Felix falls in love for Philip's daughter.",Crime
2457,Kidnappers force a young mother (Melissa George) to recover money stolen by her shady husband (Christian Campbell).,Crime
2458,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",Crime
2459,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for. When he finds out the wife of the man he accidentally killed is in trouble, Boyka offers to fight in a series of impossible battles to free her from a life of servitude",Crime
